npaid,smiles
NPA004170,C[C@@H]1C=CC(=O)[C@@H]([C@H]1C(=O)C(C)O)O
NPA004174,C[C@H]1C(=O)NCCCC[C@H](C(=O)N([C@H](C(=O)N1C)C(C)C)C)NC(=O)/C=C/C2=CC=C(C=C2)OCC=C=C
NPA004180,CCC(C)[C@H]1C(=O)N[C@H](C(=O)NC(C(=O)NC(C(=O)OC(CC(=O)N[C@@H](C(=O)N[C@H](C(=O)NC(C(=O)N1)CC(C)C)CC(C)C)CCC(=O)O)CCCCCCCC(C)C)CC(C)C)CC(C)C)CC(=O)O
NPA004181,CCCCCCC(C)CC/C=C(\C)/C=C/C(=O)C(C)CCC1C(C(=O)NC(=C)C(=O)NCC(C(=O)NC(C(=O)O1)CCC(=O)N)C)C
NPA004187,CCCCCC(=O)N[C@@H]([C@@H](C)O)C(=O)N[C@H]1[C@H](OC(=O)[C@@H](NC(=O)[C@@H](N(C(=O)[C@@H](N2[C@@H](CC[C@@H](C2=O)NC(=O)[C@@H](NC1=O)CCC(=O)N)O)CC3=CC=CC=C3)C)CC4=CC=C(C=C4)O)[C@@H](C)CC)C
NPA004192,CC[C@H](C)[C@H](C(=O)OC(C(CO)O)C(C(CO)O)O)NC(=O)[C@@](C)(CC)NC(=O)[C@@H]1C[C@H](CN1C(=O)[C@@](C)(CC)NC(=O)[C@@](C)(CC)NC(=O)C(C)(C)NC(=O)[C@@H]2C[C@H](CN2C(=O)[C@@](C)(CC)NC(=O)[C@H](CC(C)C)NC(=O)[C@@H]3C[C@H](CN3C(=O)[C@](C)(CC)NC(=O)[C@H](CC(C)C)NC(=O)[C@@H]4C[C@H](CN4C(=O)C(C)(C)NC(=O)C)O)O)O)O
NPA004205,COC1=CC(=O)[C@@H]2[C@H]([C@H]1O)O2
NPA004216,C[C@@H](/C=C(\C)/C=C/[C@H]([C@H](C)C(=O)N[C@H](CCC(=O)O)C(=O)N(C)C(=C)C(=O)N[C@@H](C)C(=O)O)NC(=O)[C@H](CCCN=C(N)N)NC(=O)[C@@H](CC(=O)OC)NC(=O)[C@H](CC1=CC=CC=C1)N)[C@H](CC2=CC=CC=C2)OC
NPA004227,CCC(C)C(C(=O)O)NC(=O)NC(C(C)C)C(=O)NC1/C=C\CCNC(=O)/C=C\C(NC1=O)C(C)C
NPA004233,CCC(C)(C[C@@H](C)/C=C\[C@H]1[C@@H]([C@H](C2=C(O1)[C@@H](OC2=O)C)O)O)O
NPA004239,C[C@@H]1[C@@H]2CC[C@@](O2)(O[C@H]1[C@@H](C)[C@H]([C@H](C)[C@H]([C@@H](C)/C=C/C=C(/C)\C(=O)NC3=CC(=O)C4=CC(=C(C(=C4C3=O)O)C)O)O)O)C
NPA004247,C[C@H](C[C@H](C)[C@@H]1[C@@H](C=CC(=O)O1)OC(=O)/C=C/C(=C/[C@H](CCO)CO)/C)CC(C)(C=C)O
NPA004291,CCCCCCC[C@@H]([C@@H](C(=O)N[C@@H](CC1=CC=C(C=C1)O)C(=O)N(C)[C@@H](C(C)C)C(=O)N(C)[C@@H](CC2=CC=C(C=C2)O)C(=O)N3CCC[C@@H]3C(=O)N[C@@H](CC4=CC=C(C=C4)O)C(=O)O)O)N
NPA004292,CC[C@H](C)[C@H]1C(=O)O[C@H](C(=O)N([C@@H](C(=O)NCCC(=O)OC(C(C(=O)N1)(C)C)CCCC#C)CC2=CC=CC=C2)C)C(C)C
NPA004294,CC(C)C[C@H]1C(=O)N2CCC[C@H]2C(=O)N([C@H](C(=O)NC(C(=O)N[C@H](C(=O)N([C@H](C(=O)N[C@H](C(=O)N1)CC3=CC=CC=C3)CC4=CC=CC=C4)C)CC5=CC=CC=C5)(C)C)CC(C)C)C
NPA004300,CC(C)CCCCCCCC1CC(=O)N[C@@H](C(=O)N[C@H](C(=O)NC(C(=O)N[C@H](C(=O)N[C@H](C(=O)NC(C(=O)NC(C(=O)O1)CC(C)C)CC(C)C)CC(=O)O)CC(C)C)CC(C)C)CC(C)C)CCC(=O)O
NPA004302,C[C@H](C[C@H](C)[C@@H]1[C@@H](C=CC(=O)O1)OC(=O)/C=C/C(=C/[C@H](CCO)CO)/C)C/C(=C/C=O)/C
NPA004306,CCCCCCCCCCCCCCCCCCCCCCCCCCC[C@@H]1CC(=O)N[C@H](C(=O)N[C@H](C(=O)N[C@H](C(=O)N2CCC[C@@H]2C(=O)N[C@@H](C(=O)N[C@H](C(=O)N[C@H](C(=O)O1)[C@@H](C)OC)C(C)C)[C@@H](C)CC)C)C(C)C)[C@@H](C)O
NPA004314,CCCCCC[C@@H](/C=C/C(=O)O[C@@H]1[C@H]([C@H]2[C@@]([C@H]([C@@H](C(=O)O2)C)OC(=O)C)(O[C@H]1C)C)C)O
NPA004323,CC(C)CC1C(=O)N2CCCC2C(=O)NC(C(=O)N(C(C(=O)N(C(C(=O)NCCC(=O)O1)C(C)C)C)C(C)C)C)CC3=CC=CC=C3
NPA004326,CCC[C@@H](C)[C@@H]([C@H](C)[C@@H]1[C@H]([C@H](CC2=NC(=CS2)C3=N[C@](CS3)(C4=N[C@](CS4)(C(=O)N[C@H]([C@H]([C@H](C(=O)O[C@H](C(=O)N[C@H](C(=O)O1)[C@@H](C)O)C(C)C)C)O)[C@@H](C)CC)C)C)OC)C)O
NPA004327,CCCCCCC[C@@H](C[C@@H]1[C@H](C(=O)N/C(=C/C)/C(=O)N[C@H](C(=O)N[C@H](C(=O)N[C@H](C(=O)N([C@H](C(=O)N/C(=C\C)/C(=O)N[C@H](C(=O)N(CC(=O)N[C@H](C(=O)N1)C)C)CCC(=O)N)CC(=O)N)C)[C@@H](C)O)CCCC2=CC=C(C=C2)OC)C(C)C)O)O
NPA004331,CC[C@H](C)[C@H]1C(=O)N[C@H](C(=O)NCCC[C@@H](C(=O)N[C@@H](C(=O)N2CCC[C@H]2C(=O)N1)CC3=CC=CC=C3)NC(=O)[C@H]([C@@H](C)CC)NC(=O)C)C(C)C
NPA004337,CC(C)C[C@@H]1N(C)C(=O)[C@H](CC2=CC=CC=C2)NC(=O)[C@H](CC(C)C)N(C)C(=O)[C@H](CC2=CC(O)=C(OCC=C=C)C=C2)NC1=O
NPA004340,CCC(C)[C@H]1C(=O)O[C@@H](C(=O)N([C@H](C(=O)O[C@@H](C(=O)N([C@H](C(=O)O[C@@H](C(=O)N1C)C(C)C)C(C)C)C)C(C)C)C(C)C)C)C(C)C
NPA004346,CCCCCCCCCCCC(C(C)C(=O)NC1CCCCNC1=O)OC(=O)C(CCCCN(C(=O)C)O)NC(=O)C2=COC(=N2)C3=CC=CC=C3O
NPA004351,CCCCCCCCC(C)C(=O)N1CCCC1C(=O)NC(CC(C)CC(CC(=O)CC)O)C(=O)NC(C)C(=O)NC(C)(C)C(=O)NC(C(C)CC)C(=O)NC(C(C)CC)C(=O)NC(C)(C)C(=O)NC(C)(C)C(=O)NC(C)CN(C)CCO
NPA004353,CC[C@@H](C)[C@H]1C(=O)N[C@H](C(=O)N([C@@H](C(=O)N2CCC[C@H]2C(=O)N(CC(=O)N[C@H](C(=O)N([C@H](C(=O)N1)CC3=CC=C(C=C3)O)C)CC4=CC=CC=C4)C)CC5=CC=C(C=C5)O)C)CC(C)C
NPA004354,C[C@H](C1C(=O)NC(C(=O)N2CCCC2C(=O)NC(CC(=O)NCC(=O)NC(C(=O)NC(C(=O)NC(C(=O)NCC(=O)N1)CC3=CNC=N3)CC4=CNC5=CC=CC=C54)CC(=O)N)C(=O)NC(CC6=CNC7=CC=CC=C76)C(=O)NC(CC8=CC=CC=C8)C(=O)NC(CC9=CC=CC=C9)C(=O)NC(CC(=O)N)C(=O)NC(CC1=CC=C(C=C1)O)C(=O)NC(CC1=CC=C(C=C1)O)C(=O)NC(CC1=CNC2=CC=CC=C21)C(=O)O)CO)O
NPA004373,CC(C)CC(C(=O)NC(CC(C)C)C(=O)NC(C)(C)C(=O)N1CCCC1C(=O)NC(CO)C(C)C)NC(=O)C2CCCN2C(=O)C(C)(C)NC(=O)C(CC(C)C)NC(=O)C(CC(C)C)NC(=O)C(CCC(=O)N)NC(=O)C(C)(C)NC(=O)C
NPA004389,CC[C@H](C)[C@H]1C(=O)N([C@H](C(=O)N[C@H](C(=O)N([C@H](C(=O)N[C@H](C(=O)N([C@H](C(=O)O[C@@H]([C@@H](C(=O)O[C@H](C(=O)O[C@H](C(=O)N1)CC(C)C)C(C)C)NC(=O)[C@H]([C@@H](C)CC)NC)C)CC(C)C)C)C)C(C)C)C)[C@@H](C)O)CC(C)C)C
NPA004392,CC[C@H](C)[C@H]1C(=O)N[C@H](C(=O)N[C@@H](C(=O)N[C@H](C(=O)N[C@@H](C(=O)N[C@@H](C(=O)N1)CC(C)C)C(C)C)C(C)C)C(C)C)CC2=CC=C(C=C2)O
NPA004400,CC(C)C[C@H]1C(=O)N[C@H](C(=O)N([C@H](C(=O)N[C@H](C(=O)N1C)CC2=CC=CC=C2)CC(C)C)C)CC3=CC=CC=C3
NPA004405,CC(C)C[C@H]1C(=O)N2CCC[C@H]2C(=O)N[C@H](C(=O)N[C@H](C(=O)N([C@H](C(=O)NCCC(=O)O1)C(C)C)C)C(C)C)CC3=CC=CC=C3
NPA004427,C1CCCN(C(=O)CCC(=O)NCCCCCN(C(=O)CCC(=O)NCCCCCNC(=O)CCC(=O)NCC1)O)O
NPA004431,C[C@@H](C(=O)NCCC(=O)N(CCCC(C(=O)N[C@H]1CCCN(C1=O)O)NC)O)NC(=O)[C@@H](CO)NC(=O)C2=CC=CC=C2O
NPA004435,CCCCCCCCCCCC(=O)C(C)C(=O)N1CCC[C@H]1C(=O)NC(C)(C)C(=O)NC(C)(C)C(=O)NC(C)(C)C(=O)NC(C)(C)C(=O)NCCC(=O)O
NPA004437,CCC(C)CC/C=C/C(=O)NC1CCCNC(=O)C(NC(=O)C(=O)C(NC1=O)C)CC(C)CC
NPA004438,C/C=C(\C)/C(C(C)/C=C(\C)/C=C/CC(C)/C=C/C1=C(C(=O)C(=C(O1)OC)C)C)O
NPA004442,CCCCC[C@]1(CC[C@]2(CC[C@@H]([C@H](O2)C/C=C(\C)/C=C/[C@@H]([C@@H](C)/C=C/C(=O)O)O)C)O[C@H]1/C=C/C(=C/C(=O)O)/C)OC(=O)C3=COC(=C3)C(=O)O
NPA004445,CCCCCC/C=C\CC(=O)N[C@@H](CC(C)C)C(=O)N[C@@H](C(C)C)C(=O)N[C@@H](CO)[C@H](CC(=O)N[C@@H](C(C)C)C(=O)N[C@H]1COC(=O)[C@@H](N(C(=O)[C@@H](NC(=O)C=C1)C(C)C)C)CC2=CC=C(C=C2)O)O
NPA004464,CC[C@H](C)C[C@H](C)/C=C/C(=O)O[C@@H]1[C@H]([C@]2(O[C@@H]([C@]([C@@]1(O2)C(=O)O)(C(=O)O)O)C(=O)O)CCC(=C)C(C(CC3=CC=CC=C3)CO)O)O
NPA004467,CC[C@H](C)[C@H]1C(=O)N[C@H](C(=O)N[C@H](C(=O)N2CCC[C@H]2C(=O)N1)CC(C)C)C
NPA004480,CCCCCCCC[C@H]1NC(=O)[C@@H](CC(C)C)NC(=O)[C@H]([C@@H](C)O)NC(=O)[C@@H](CC(C)C)NC(=O)[C@@H](CC(N)=O)NC(=O)[C@H](CC(N)=O)NC(=O)[C@@H](C)NC(=O)[C@H]([C@@H](C)O)NC(=O)[C@@H](CCCN2C=C3C(=O)[C@@](C)(OC(=O)CCC)C(=O)C(Cl)=C3[C@H](O)[C@]23CCCO3)NC1=O
NPA004501,CC[C@H](C)[C@H]1C(=O)N[C@@H](C(=O)N[C@@H](C(=O)N[C@H](C(=O)N[C@@H](C(=O)N[C@H](C(=O)N[C@@H](C(=O)N[C@H](C(=O)N1)CCCCN)[C@H](C)CC)C(C)C)C)[C@@H](C)CC)CC(C)C)CC2=CC=CC=C2
NPA004506,CC[C@@]1([C@H](NC(=O)[C@@H](NC(=O)[C@H]([C@@H](C2=CC(=C(C=C2)O)O1)O)NC)C(C)C)C(=O)NCC(=O)O)C
NPA004507,CC[C@H](C)[C@@H]1NC(=O)[C@@H](CC(C)C)NC(=O)[C@@H](NC(=O)C[C@@H](O)CCCCCCCCCCCCCCCCN=C(N)N)[C@@H](C)OC(=O)[C@@H](C)NC(=O)[C@@H](CC(N)=O)NC(=O)[C@@H]([C@@H](C)O)NC1=O
NPA004512,CN([C@@H](CSC)C(=O)N(C)[C@@H](CSC)C(=O)OC)C(=O)CNC(=O)[C@@H](CSC)NC(=O)C1=NC2=CC=CC=C2C=C1O
NPA004514,CCCC(=O)OCC1C(C(C(C(O1)OC2C(OC(C(C2OC(=O)/C=C/C=C/CC(C(C)CCC/C=C/C(C)CC)O)O)C3=C(C=C(C=C3CO)O)O)CO)O)O)O
NPA004546,CCC[C@H]1NC(=O)[C@H](C)NC(=O)[C@H](CC(C)C)N(C)C(=O)[C@H](CC2=CC=CC=C2)NC(=O)[C@H](CCS(C)=O)NC(=O)[C@@H](CC2=CC=CC=C2)N(C)C(=O)[C@@H](C(C)C)OC(=O)[C@H]1C
NPA004556,CCCCCCC[C@@H]1CC[C@]2(C[C@H]3OC(=O)C(C)(C)[C@H]3O2)O1
NPA004561,CCCC(=O)N[C@@H](CC1=CC=C(C=C1)O)C(=O)NC(CCC(=O)N[C@H]2[C@H](OC(=O)[C@@H](NC(=O)[C@@H](N(C(=O)[C@@H](N3[C@@H](CCC(C3=O)NC(=O)[C@@H](NC2=O)CC(C)C)O)C(C)C)C)CC4=CC=CC=C4)[C@@H](C)CC)C)C(=O)O
NPA004563,C(CCNC(=O)[C@H](CCCN(C=O)O)NC(=O)[C@H](CO)NC(=O)[C@@H]([C@H](C(=O)O)O)NC(=O)[C@H](CCCNO)NC=O)CN
NPA004573,CCCC(C(=O)/C=C/C[C@H]1[C@@H](CC(=O)O1)C)O
NPA004584,CCCCCC[C@]1(CC[C@]2(CC[C@@H]([C@H](O2)C/C=C(\C)/C=C/[C@@H]([C@@H](C)/C=C/C(=O)O)O)C)O[C@H]1/C=C/C(=C/C(=O)O)/C)OC(=O)CCC(=O)O
NPA004597,CCCCCCCC[C@@H]1[C@@H](O1)C/C=C/C=C\[C@@H](CC(=O)N[C@H]2C[C@](OC2=O)(C)CC)O
NPA004598,C1=CC=C2C(=C1)C(=CN2)CC(C(=O)O)NC(=O)C(CCCCNC(=O)C3=C(C(=CC=C3)O)O)NC(=O)C(CCCCNC(=O)CNC(=O)C4=C(C(=CC=C4)O)O)N
NPA004600,C[C@@H](/C=C(\C)/C=C/[C@@H]([C@H](C)C(=O)N[C@H](CCC(=O)O)C(=O)N(C)C(C=C)C(=O)N[C@H]([C@H](C)C(=O)N[C@@H](CCCN=C(N)N)C(=O)O)C(=O)O)N)[C@H](CC1=CC=CC=C1)OC
NPA004604,CCC(C)(NC(=O)C(CCC(N)=O)NC(=O)C(C)(CC)NC(=O)C(C)(CC)NC(=O)C(C)NC(=O)C(CO)NC(=O)C(C)(C)NC(C)=O)C(=O)NC(C(C)C)C(=O)NC(C)(C)C(=O)NCC(=O)NC(CC(C)C)C(=O)NC(C)(C)C(=O)N1CCCC1C(=O)NC(CC(C)C)C(=O)NC(C)(C)C(=O)NC(C)(C)C(=O)NC(CCC(N)=O)C(=O)NC(CO)CC1=CNC2=C1C=CC=C2
NPA004611,C[C@@H]([C@@H](C(=O)N/C=C\1/C[C@H]([C@@H](O1)N2C=CC(=O)NC2=O)O)NC(=O)[C@H](CCSC)NC(=O)N[C@@H](CC3=CC=C(C=C3)O)C(=O)O)N(C)C(=O)[C@H](CC4=CC(=CC=C4)O)N
NPA004612,C[C@H]([C@H]1C(=O)N/C(=C(\C)/OC)/C2=NC(=CS2)C(=O)N[C@H]3[C@H]4[C@@H](C(=O)OCC5=C6C(=C(C(=O)OC[C@@H](C7=NC(=CS7)C8=NC(=C(C=C8C9=NC(=CS9)C(=O)N1)O)C1=NC(=CS1)C(=O)NC(=O)C(=O)N)NC(=O)C1=CSC3=N1)N(C6=CC=C5)O)CO4)O)O
NPA004613,CC[C@H](C)[C@@H]1C(=O)N[C@H](C(=O)N/C(=C/C)/C(=O)N[C@H](C(=O)N[C@@H](C(=O)N2CCC[C@H]2C(=O)NC(C(C(=O)N[C@@H](C(=O)NCC(=O)N3CCC[C@H]3C(=O)N4CCC[C@@H]4C(=O)N1)CCC(=O)N)O)CC(CC(CC5=CC=CC=C5)O)OC(=O)[C@H](CC(C)C)N(C)C(=O)C)CCC6=CC=CC=C6)[C@@H](C)O)CO
NPA004616,CC(C)[C@H]1C(=O)NCC(=O)N[C@H](C(=O)NCC(=O)N[C@H](C(=O)N2CCC[C@H]2C(=O)NCC(=O)N1)CC3=CNC4=CC=CC=C43)C(C5=CC(=C(C=C5)O)CC=C(C)C)O
NPA004636,CC[C@H](C)[C@H]1C(=O)N[C@H](C(=O)N[C@H](C(=O)N[C@H](C(=O)N[C@H](C(=O)N1)CC(C)C)CC(C)C)CC(C)C)CC(C)C
NPA004641,CC1C(=O)N2CCCC2C(=O)NC(CC(=O)NCC(=O)NC(C(=O)NC(C(=O)NC(C(=O)NCC(=O)NC(C(=O)N1)[C@@H](C)O)CC3=CNC=N3)CC4=CNC5=CC=CC=C54)CC(=O)N)C(=O)NC(CC6=CNC7=CC=CC=C76)C(=O)NC(CC8=CC=CC=C8)C(=O)NC(CC9=CC=CC=C9)C(=O)NC(CC(=O)N)C(=O)NC(CC1=CC=C(C=C1)O)C(=O)NC(CC1=CC=C(C=C1)O)C(=O)NC(CC1=CNC2=C1C=CC=C2O)C(=O)O
NPA004655,CC[C@H](C)[C@H]1C(=O)N(C(C(=O)N[C@H](C(=O)O[C@@H]([C@@H](C(=O)N[C@H](C(=O)N[C@H]2CC[C@H](N1C2=O)O)CC(C)C)NC(=O)[C@H](CC(=O)N)NC(=O)C(CC3=CC=C(C=C3)O)O)C)C(C)C)CC4=CC=CC=C4)C
NPA004663,CC[C@H](C)[C@@H](C(=O)N[C@H](CCC1=NC(=CS1)C(=O)N[C@@H](CC2=CC=C(C=C2)O)C[C@H](C)C(=O)O)C(C)C)NC(=O)[C@H]3CCCCN3C
NPA004692,CCC(C)C1C(=O)NC(C(=O)NC(C(=O)NC(C(=O)OC(C(C(=O)N1)NC(=O)/C(=C/C)/NC(=O)C(C(C)C)NC(=O)C(CC(C)C)NC(=O)C(CCC(=O)N)NC(=O)C(C(C)C)NC(=O)C(C(C)C)NC(=O)C(CC(C)C)NC(=O)C(CO)NC(=O)C(C(C)C)NC(=O)C(CC(C)C)NC(=O)C(CO)NC(=O)C2CCCN2C(=O)/C(=C/C)/NC(=O)CCCC(=O)O)C)CCCCN)CCN)CCO
NPA004697,COC(=O)[C@H](CCCCN(C(=O)/C=C/C1=CC=CC=C1)O)NC(=O)CC(CC(=O)N[C@@H](CCCCN(C(=O)/C=C/C2=CC=CC=C2)O)C(=O)O)(C(=O)O)O
NPA004700,CC[C@H](C)[C@H]1C(=O)N(CC(=O)N2[C@@H](C[C@@]3([C@H]2NC4=CC=CC=C43)O)C(=O)N([C@H](C(=O)N[C@H](C(=O)N([C@H](C(=O)N([C@H](C(=O)N(CC(=O)N([C@H](C(=O)N([C@H](C(=O)N(CC(=O)N[C@H](C(=O)N1C)C(C)C)C)[C@@H](C)CC)C)C(C)(C)O)C)C)C(C)C)C)C(C)C)C)C(C)CC)C(C)C)C)C
NPA004716,CCC(C)(NC(=O)C(C)NC(=O)C(CO)NC(=O)C(C)(C)NC(C)=O)C(=O)NC(C)(CC)C(=O)NC(CCC(N)=O)C(=O)NC(C)(C)C(=O)NC(C(C)C)C(=O)NC(C)(C)C(=O)NCC(=O)NC(CC(C)C)C(=O)NC(C)(C)C(=O)N1CCCC1C(=O)NC(CC(C)C)C(=O)NC(C)(C)C(=O)NC(C)(C)C(=O)NC(CCC(N)=O)C(=O)NC(CO)CC1=CC=CC=C1
NPA004721,CCC(C)[C@H]1C(=O)O[C@@H]([C@@H](C(=O)NC(C(=O)NC2CCC(N(C2=O)[C@H](C(=O)N([C@H](C(=O)N1)CC3=CC=C(C=C3)O)C)CC(C)C)O)CC(C)C)NC(=O)[C@H](CCC(=O)N)NC(=O)C(CC4=CC=C(C=C4)O)O)C
NPA004726,CCCCCCCCCCCC(=O)C(C)C(=O)N1CCCC1C(=O)NC(C)(C)C(=O)NC(C)(C)C(=O)NC(C)(C)C(=O)NC(C)(C)C(=O)NC(C)C(=O)NC(C)C(=O)NC(C)(C)C(=O)NC(CC(C)C)C(=O)NC(C)C(=O)NC(C)(C)C(=O)NC(C)C(=O)NC(C)C(=O)NC(C)(C)C(=O)NC(CCCNC(=N)N)C(=O)NC(C)C(=O)NC(C)(C)C(=O)NCC(=O)NC(C)(C)C(=O)NC(C)(C)C(=O)NC(C)C(=O)O
NPA004733,CC[C@@H](C)[C@@H](C(=O)N[C@H]1[C@H](OC(=O)[C@@H](NC(=O)[C@@H](NC(=O)[C@@H](NC(=O)[C@@H](N(C(=O)[C@@H](N(C(=O)[C@@H](NC(=O)[C@@H](N(C(=O)[C@@H](NC(=O)[C@@H](N(C1=O)C)[C@@H](C)O)C(C)C)C)CC(C)C)C(C)C)C)C(C)C)C)CC2=CNC3=C2C(=CC=C3)OC)C(C)C)[C@@H](C4=CC=CC=C4)O)C(C)C)C)N(C)C(=O)[C@H](C(C)C)NC(=O)[C@H](C(C)C)N(C)C
NPA004745,C[C@H]1[C@@H](NC(=O)[C@@H](NC(=O)C[C@@H](NC(=O)[C@@H](NC(=O)[C@H](NC(=O)C(=C)N(C(=O)CC[C@@H](NC1=O)C(=O)O)C)C)CC(C)C)C(=O)O)CCCN=C(N)N)/C=C/C(=C/[C@H](C)[C@H](CC2=CC=CC=C2)OC(=O)C)/C
NPA004748,C[C@@H](C(=O)N(C)[C@@H](CC1=CC=CC=C1)C(=O)N2CCC[C@H]2C(=O)OC)NC(=O)[C@H](CC(C)C)NC(=O)C[C@@H]([C@H](CC3=CC=CC=C3)NC(=O)[C@H](CCC(=O)N)N(C)C(=O)[C@H](C(C)C)NC(=O)[C@H](C)O)O
NPA004750,CC[C@H](C)[C@@H](C(=O)N1CCC[C@H]1C1=NC=CS1)N(C)C(=O)[C@H](CC(C)C)N(C)C(=O)[C@H](CC1=CC=C(OC)C=C1)N(C)C(=O)/C=C(\C)OC
NPA004759,CCCCCCCCCCCCCC[C@@H]1CC(=O)N[C@H](C(=O)N[C@H](C(=O)N[C@H](C(=O)N[C@@H](C(=O)N[C@H](C(=O)N[C@@H](C(=O)N[C@H](C(=O)N1)[C@@H](C)O)CO)CC(=O)N)CC2=CC=C(C=C2)O)CC(=O)N)CCC(=O)N)CO
NPA004766,CCC(C)C(C(=O)NC(C)(C)C(=O)NCC(=O)NC(CC(C)C)C(=O)NC(C)(C)C(=O)N1CCCC1C(=O)NC(C(C)C)C(=O)NC(C)(C)C(=O)NC(C)(C)C(=O)NC(CCC(=O)N)C(=O)NC(CCC(=O)N)C(=O)NC(CC2=CC=CC=C2)CO)NC(=O)C(C)(C)NC(=O)C(CCC(=O)N)NC(=O)C(C)NC(=O)C(C)(C)NC(=O)C(C)NC(=O)C(C)(C)NC(=O)C(C)NC(=O)C(C)(C)NC(=O)C
NPA004778,CC(C)C[C@@H](CN1CCC[N+]2=C1CCC2)NC(=O)C(C)(C)NC(=O)[C@H](CC(C)C)NC(=O)CNC(=O)C(C)(C)NC(=O)[C@@H]3CCCCN3C(=O)C(C)(C)NC(=O)C4(CC4)NC(=O)CNC(=O)CCNC(=O)[C@H](CC(C)C)NC(=O)C(C)(C)NC(=O)C(C)(C)NC(=O)C5CCCCN5C(=O)C(C)(C)NC(=O)[C@@H]6CCCCN6C(=O)C
NPA004780,CCC(C)CC(C)C=C(C)C(C(C)C=C(C)C(C(C)C=C(C)C(C(C)C=C(C)C(=O)O[C@H](CO)[C@H]([C@@H](CO)O)O)O)O)O[C@H]1[C@H]([C@H]([C@@H]([C@H](O1)CO)O)O)O
NPA004782,CCCC(=O)N[C@@H](C(C)C)C(=O)N[C@H]1[C@H](OC(=O)[C@@H](NC(=O)[C@@H](NC(=O)[C@@H](NC(=O)[C@@H]2CCCN2C(=O)[C@H](NC1=O)CC(C)C)C(C)C)C(C)C)C(C)C)C
NPA004788,C[C@@H]1[C@H]2C(=O)NCC3=NC(=CS3)C(=O)N[C@H](C4=N[C@@H](CS4)C(=O)N[C@H](C(=N2)O1)CC5=CC=CC=C5)CCSC
NPA004790,C[C@H]1C(=CC(=O)N1C(=O)[C@H](C)[C@@H](CCCCC(C(C)(Cl)Cl)(Cl)Cl)OC(=O)N)OC
NPA004801,CC[C@H](C)[C@H]1C(=O)N[C@H](C(=O)N2C[C@H](C[C@H]2C(=O)N[C@H](C=N[C@H](C(=O)NCC(=O)N[C@@H](C(=O)N1)CCC(=O)N)CC3=CC=C(C=C3)O)CC4=CC=CC=C4)C)CO
NPA004804,CC[C@H](C)[C@@H]1C(=O)N[C@H](C(=O)N[C@@H](C(=O)N[C@@H](C(=O)N[C@@H](C(=O)O[C@@H]([C@@H](C(=O)N1)NC(=O)CC(CCCCCCCCCCCCN=C(N)N)O)C)C)CCC(=O)N)[C@@H](C)O)C(C)C
NPA004810,CCCCCC(=O)N[C@@H](CCC(=O)O)C(=O)N[C@H]1[C@H](OC(=O)[C@@H](NC(=O)[C@@H](N(C(=O)[C@@H](N2[C@@H](CC[C@@H](C2=O)NC(=O)[C@@H](NC1=O)CC3=CC=C(C=C3)O)O)CC4=CC=CC=C4)C)CC5=CC=C(C=C5)O)C(C)C)C
NPA004816,CC(C)CCCCCCCCC(CC(=O)NCC(=O)NC(CCCN=C(N)N)C(=O)NC1CCCCNC(=O)C(NC(=O)C(NC(=O)C(NC(=O)C(NC1=O)CCCCN)CCCCN)CCCCN)CCCCN)O
NPA004820,CC[C@@H](C)C\1=C(C(=O)[C@@](C(=O)/C1=C\N)(C)CC)OC
NPA004829,CCCCCCCCCCCCCCCC(=O)NC1CCC(NC(=O)C2C(C(CN2C(=O)C(NC(=O)C(NC(=O)C3CC(CN3C(=O)C(NC1=O)C(C)O)O)C(CC4=CC(=C(C=C4)O)OS(=O)(=O)O)O)C(CC(=O)N)O)C)O)O
NPA004834,CCCC(=O)N[C@@H](C)C(=O)NC(C(C)O)C(=O)N[C@H]1[C@H](OC(=O)[C@@H](NC(=O)[C@@H](N(C(=O)[C@@H](N2[C@@H](CC[C@H](C2=O)NC(=O)[C@@H](NC1=O)CC(C)C)O)C(C)O)C)CC3=CC(=C(C=C3)O)Cl)C(C)C)C
NPA004841,CCC[C@@H]1CC(=O)N[C@H](C(=O)N[C@@H](C(=O)N[C@H](C(=O)N[C@H](C(=O)O1)CC2=CC=CC=C2)CC(C)C)CC3=CC=CC=C3)CC(C)C
NPA004845,C[C@H]1C(=O)N[C@H](C(=O)NCCCC[C@H](C(=O)N[C@H](C(=O)N[C@H](C(=O)N1C)CCC2=CC(=C(C=C2)O)C)C(C)C)NC(=O)N[C@H](CCCN=C(N)N)C(=O)O)CC3=CC=CC=C3
NPA004852,CC[C@H](C)C[C@H](C)C[C@H](C)[C@H]([C@@H](C)/C=C(\C)/[C@H]([C@@H](C)/C=C(\C)/[C@H]([C@@H](C)/C=C(\C)/C(=O)O[C@H]([C@@H](CO)O)[C@@H]([C@@H](CO)O)O)O)O)O[C@H]1[C@H]([C@H]([C@@H]([C@H](O1)CO)O)O)O
NPA004864,CC[C@@]1(C(=O)N[C@H](C(=O)N2C[C@H](C[C@@H]2C(=O)N[C@H](C(=O)N1)CCCCCC(=O)[C@@H](C)O)C)CC3=CC=CC=C3)C
