npaid,smiles
NPA019309,CC1(C(=O)N[C@H](C(=O)N2CCC[C@@H]2C(=O)N[C@H](C(=O)N1)CCCCCC(=O)C3CO3)CC4=CC=CC=C4)C
NPA019314,CCC(C)[C@H]1C(=O)N([C@H](C(=O)N[C@H](C(=O)N[C@@H](C(=O)N([C@H](C(=O)N([C@H](C(=O)N([C@H](C(=O)N([C@H](C(=O)NC(C(=O)N(CC(=O)N([C@H](C(=O)N1)CC(C)C)C)C)[C@@H](C)O)[C@@H]([C@H](C)C/C=C/C)O)C)C(C)C)C)CC(C)C)C)CC(C)C)C)C)C)CC(C)C)C
NPA019327,CC1=C(OC(C1=O)(C)O)/C=C/C=C/C=C/[C@@H](C)[C@H](/C(=C/CC(C)C)/C)O
NPA019354,CC1=C(NC(=CC1=O)OC)C/C=C(\C)/C/C=C/C(=C/C(C)C(/C(=C/C(C)C)/C)O)/C
NPA019357,C/C=C(\C)/[C@H]([C@H](C)[C@@H](C/C=C(\C)/C=C(\C)/C/C(=C/C/C=C(\C)/[C@H]([C@@H](C)C1=CC=C(C(=O)O1)C)O)/C)O)O
NPA019368,CC[C@H](C)[C@H]1C(=O)N[C@H](C(=O)NCCC[C@@H](C(=O)N[C@@H](C(=O)N2CCC[C@H]2C(=O)N1)CC3=CC=CC=C3)NC(=O)[C@H](C(C)C)NC(=O)C)[C@@H](C)CC
NPA019370,C[C@H]([C@H]1C(=O)NC(CC(=O)N[C@H](C(=O)N[C@@H](C(=O)N[C@@H](C(=O)N[C@H](C(=O)N[C@H](C(=O)N[C@@H](C(=O)N1)CO)CCC(=O)O)CO)CC(=O)N)CC2=CC=C(C=C2)O)CC(=O)N)CCCCCCCCCCC(C)C)O
NPA019371,C[C@H]1[C@@H](C(=O)O[C@@H]1/C(=C/C=C/C(C)CCC(C)O)/C)/C=C(\C)/C=C/C(C(C)C(=O)C)O
NPA019381,C1CCNC(=O)CCC(=O)N(CCCCCNC(=O)CCC(=O)N(CC1)O)O
NPA019391,CCC(C)(NC(=O)C(CCC(N)=O)NC(=O)C(C)(C)NC(=O)C(CC(C)C)NC(=O)C(C)NC(=O)C(CO)NC(=O)C(C)(C)NC(C)=O)C(=O)NC(C(C)C)C(=O)NC(C)(C)C(=O)NCC(=O)NC(C)(C)C(=O)NC(C)(C)C(=O)N1CCCC1C(=O)NC(CC(C)C)C(=O)NC(C)(C)C(=O)NC(C)(C)C(=O)NC(CCC(N)=O)C(=O)NC(CO)C(C)C
NPA019398,CCCCCC(=O)N[C@@H](CCC(=O)O)C(=O)N[C@H]1[C@H](OC(=O)[C@@H](NC(=O)C(N(C(=O)[C@@H](N2C(CCC(C2=O)NC(=O)[C@@H](NC1=O)CCCCN)O)CC(C)C)C)CC3=CC=C(C=C3)O)C(C)C)C
NPA019404,C[C@@H]1[C@@H](C(=O)N[C@@H](C(=O)N2CCC[C@H]2C(=O)N[C@H](C(=O)N[C@H](C(=O)N[C@H](C(=O)O1)C(C)C)C(C)C)C(C)C)CC3=CC=CC=C3)NC(=O)[C@H](C(C)C)NC(=O)CC4=CC=CC=C4
NPA019409,CCC(C)C(CO)NC(=O)C(CCC(N)=O)NC(=O)C(C)(C)NC(=O)C(C)(C)NC(=O)C(CC(C)C)NC(=O)C1CCCN1C(=O)C(C)(C)NC(=O)C(C)(C)NC(=O)C(C)NC(=O)C(C)(C)NC(=O)C(CC(C)C)NC(=O)C(C)(CC)NC(=O)C(CCC(N)=O)NC(=O)C(C)(C)NC(=O)C(C)(C)NC(=O)C(C)NC(=O)C(CO)NC(=O)C(C)(C)NC(C)=O
NPA019413,CC[C@H](C)[C@H]1C(=O)NCCCC[C@H](C(=O)NC(C(=O)N[C@H](C(=O)N([C@H](C(=O)N1)CCC2=CC=C(C=C2)O)C)CCC3=CC=C(C=C3)O)[C@@H](C)CC)NC(=O)N[C@@H](CC4=CC=C(C=C4)O)C(=O)O
NPA019423,CCC[C@H](C)C[C@H](C)C(=O)N[C@H]1[C@H](OC(=O)/C(=C/C)/NC(=O)[C@H](NC(=O)[C@H](NC(=O)[C@@H](NC1=O)CC(C)C)C(C)C)CC2=CC=C(C=C2)O)C
NPA019426,CCC(C)(NC(=O)C(CC(C)C)NC(=O)C(C)NC(=O)CNC(=O)C(C)(C)NC(C)=O)C(=O)NC(CCC(N)=O)C(=O)NC(C)(CC)C(=O)NC(C(C)C)C(=O)NC(C)(C)C(=O)NCC(=O)NC(C)(C)C(=O)NC(C)(C)C(=O)N1CCCC1C(=O)NC(CC(C)C)C(=O)NC(C)(C)C(=O)NC(C)(C)C(=O)NC(CCC(N)=O)C(=O)NC(CO)CC(C)C
NPA019442,CCCCCCCCCC(CC(CC(CC1CC(=O)NC(C(=O)NC(C(=O)NC(C(=O)NC(C(=O)NCC(=O)NCCC(C(=O)NC(C(=O)N1)C(C(=O)N)O)N)CO)CC(=O)O)C(C2=CC=C(C=C2)O)O)CO)OC3[C@@H]([C@H]([C@@H](CO3)O)O)O)O)N
NPA019446,CC[C@@H]1CCC[C@H]([C@H](C(=O)O[C@@H]([C@H](CC=C(C(=CC(=O)N([C@H](C(=O)N([C@H](C(=O)N([C@H](C(=O)N2CCC[C@H]2C(=O)N([C@H](C(=O)N3CCC[C@H]3C(=O)O1)C(C)C)C)COC)C)C(C)C)C)[C@@H](C)CC)C)OC)C)C)C)C)O
NPA019447,CN1[C@H](C(=O)NCC(=O)N[C@H](C(=O)N([C@H](C(=O)NCC(=O)N[C@H](C1=O)CCC(=O)N)CC2=CC=CC=C2)C)CC3=CC=CC=C3)CC4=CC=CC=C4
NPA019449,CCCCCCCCCCCC(=O)N(C)[C@H](CO)C(=O)N[C@H](C)C(=O)NCC(=O)N(C)C1C2=CC(=C(C=C2)O)C3=CC(=CC(=C3O)[N+](=O)[O-])CC(NC(=O)[C@@H](NC1=O)C)C(=O)O
NPA019450,C[C@H]1C/C=C\[C@@H]([C@@H]([C@H]2C[C@H](C[C@](O2)([C@H](C(=O)O[C@H](C1)C=CC=CBr)C)O)O[C@H]3[C@@H]([C@@H]([C@H]([C@@H](O3)C)OC)OC)OC)C)O
NPA019456,CCC(C)[C@@H](C(=O)NC(C)(C)C(=O)NC(C)(C)C(=O)N[C@@H](C)C(=O)NC(C)(C)C(=O)N1CCC[C@H]1COC(=O)C)NC(=O)C(C)(C)NC(=O)[C@H](C(C)C)NC(=O)C(C)(C)NC(=O)C(C)(C)NC(=O)C
NPA019468,C/C=C(\C)/C(C(C)/C=C(\C)/C=C/CC(C)/C=C\C1=C(C(=O)C(=C(O1)OC)C)C)O
NPA019471,C1=CC(=C(C(=C1)O)O)C(=O)N[C@H](CCCN=C(N)N)C(=O)N[C@@H](CO)C(=O)OC[C@@H](C(=O)O)NC(=O)[C@@H](CCCN=C(N)N)NC(=O)C2=C(C(=CC=C2)O)O
NPA019477,CC(C)C[C@H]1C(=O)NCCC(=O)O[C@H](C(=O)N2CCC[C@H]2C(=O)N[C@H](C(=O)N([C@H](C(=O)N1C)C(C)C)C)CC3=CC=CC=C3)CC(C)C
NPA019486,C[C@@H]1C(=O)NC(=C)C(=O)N(CC(=O)N[C@@H](C2=NC(=CS2)C(=O)N[C@H](C(=O)N[C@H](C(=O)NCC(=O)N1)CC3=CNC4=C3C(=CC=C4)OC)CC5=CNC6=CC=CC=C65)C)C
NPA019489,C/C=C\1/C(=O)N[C@H]([C@@H](C(=O)N[C@H](C(=O)NC([C@@H](C(=O)N[C@H](CCC(=O)N1C)C(=O)O)C)/C=C/C(=C\[C@H](C)[C@H](CC2=CC=CC=C2)OC)/C)CCCN=C(N)N)C)C(=O)O
NPA019491,C=C1/C=C\C(=O)N(C)CC(=O)N[C@@H]([C@H](O)C(N)=O)C(=O)O[C@@H]([C@H](C)CCCCCCCCCCCC(C)C)[C@H](C)C(=O)N1
NPA019502,C[C@H](CCCCC#C)C(=O)N(C)[C@@H](C)C(=O)N(C)[C@@H](C(C)C)C(=O)N1CCC[C@H]1C(=O)N(C)[C@@H](C(C)C)C(=O)N(C)[C@@H](C(C)C)C(=O)N(C)[C@@H](CC2=CC=C(C=C2)OC)C(=O)N(C)CC3=NC=CS3
NPA019509,CC(C)CC(CO)NC(=O)C(CCC(N)=O)NC(=O)C(C)(C)NC(=O)C(C)(C)NC(=O)C(CC(C)C)NC(=O)C1CCCN1C(=O)C(C)(C)NC(=O)C(C)(C)NC(=O)CNC(=O)C(C)(C)NC(=O)C(NC(=O)C(C)(C)NC(=O)C(CCC(N)=O)NC(=O)C(C)(C)NC(=O)C(CC(C)C)NC(=O)C(C)NC(=O)C(CO)NC(=O)C(C)(C)NC(C)=O)C(C)C
NPA019524,CC[C@H](C)[C@H]1C(=O)O[C@@H]([C@@H](C(=O)N[C@H](C(=O)N[C@H]2CC[C@H](N(C2=O)[C@H](C(=O)N([C@H](C(=O)N1)CC3=CC=C(C=C3)OC)C)CC4=CC=CC=C4)O)CC(C)C)NC(=O)[C@H](CCC(=O)N)NC(=O)[C@@H]5CCCN5C(=O)C)C
NPA019543,CCO[C@@H]1[C@H](CCCN1C(=N)N)NC(=O)C2CC3CCC(CC3N2C(=O)[C@@H](CC4=CC=C(C=C4)O)NC(=O)[C@@H](CC5=CC=C(C=C5)O)O)O
NPA019544,CC[C@H](C)[C@H]1C2=NC(=CS2)C(=O)O[C@H](C(C(=O)O[C@H](C3=NC(=CS3)C(=O)NCC(=O)N1)C(C)C)(C)C)CCCC(C)(Cl)Cl
NPA019545,C/C=C\1/C2=NC(=C(O2)C)C(=O)NC(=C)C(=O)N[C@H](C(=O)NC(=C)C3=NC(=C(O3)C)C(=O)NC(=C)C(=O)NC(=C)C4=NC(=CO4)C5=C(C=CC(=N5)C(=O)NC(=C)C(=O)N)C6=NC(=CS6)C(=O)N[C@H](C(=O)N1)[C@@H](C)O)C(C)(C)O
NPA019562,CC(C)C[C@H]1C(=O)N[C@@H]2CSSC[C@H](C(=O)N[C@H](C(=O)N[C@@H](C(=O)N1)C(C)C)C(C)C)NC2=O
NPA019569,CCCC(=O)N[C@@H](CC(C)C)C(=O)N[C@@H](CCC(=O)N[C@H]1[C@H](OC(=O)[C@@H](NC(=O)[C@@H](N(C(=O)[C@@H](N2[C@@H](CC[C@@H](C2=O)NC(=O)[C@@H](NC1=O)CC3=CC=C(C=C3)O)O)C(C)C)C)CC4=CC=CC=C4)[C@@H](C)CC)C)C(=O)O
NPA019576,CCCCCCCCCCCC(=O)N[C@@H](CCC(=O)N)C(=O)N[C@H]1[C@H](OC(=O)[C@H](NC(=O)[C@@H](NC(=O)[C@H](NC(=O)CCNC1=O)CC2=CNC3=CC=CC=C32)CO)CC4=CC=CC=C4)C
NPA019584,CCC(C)CCCC[C@H]([C@H]1[C@@H](COC1=O)CO)O
NPA019586,CC/C=C/C=C/C=C/C=C/C=C/C=C/C=C/C(=O)N(C)[C@H]1[C@H](OC(=O)[C@@H](NC(=O)[C@@H](NC(=O)[C@@H](NC(=O)[C@@H](NC1=O)CC(C)C)C)C)CCC(=O)N)C
NPA019592,CCC/C=C/C=C/C=C(\C)/C1C(C(C(CO1)C)OC)OC(=O)CNC(=O)C
NPA019593,C[C@@H]1[C@@H](C(=O)N[C@@H](C(=O)N2C[C@@H](C[C@@H]2C(=O)N(CC(=O)N([C@H](C(=O)N[C@H](C(=O)N([C@@H](C(=O)O1)C3=CC=CC=C3)C)C)C(C)C(C)C)C)C)O)CC(C)C)NC(=O)C4=C(C=CC=N4)O
NPA019595,C[C@@H]1CNC(=O)[C@H](NC(=O)/C=C/C[C@H](OC(=O)[C@@H](OC1=O)CC(C)C)[C@H](C)/C=C/C2=CC=CC=C2)CC3=CC(=C(C=C3)O)Cl
NPA019597,CCC(C)CC(C)/C=C(\C)/C=C/CC(C)C(C(C)/C=C(\C)/C=C/C(C(C)C1=CC(=C(C(=O)O1)C2C(C(CC(O2)CO)O)O)O)O)O
NPA019606,CC[C@H](C)C(=O)C1=C([C@@](C(=O)C(=C1OC)C)(C)O)N
NPA019613,CC[C@H](C)[C@H]1C(=O)N[C@@H]2CSSC[C@H](C(=O)N[C@H](C(=O)N[C@@H](C(=O)N1)CC(C)C)C(C)C)NC2=O
NPA019621,C[C@]1(CC(=O)C=C([C@@H]1O)OC)O
NPA019632,CC[C@H](C)[C@H]1C(=O)N([C@H](C(=O)N[C@H](C(=O)N[C@H](C(=O)N([C@H](C(=O)N[C@H](C(=O)N[C@H](C(=O)N([C@H](C(=O)N[C@H](C(=O)N1C)C)CC(C)C)C)CC(C)C)C)CC(C)C)C)CC(C)C)C)CC(C)C)C
NPA019636,C[C@]1(C(=O)C(=C([C@]1(C(=O)OC)O)OC)O)O
NPA019638,CCC(C)[C@@H](C(=O)N(C)[C@@H](C(C)C)C(=O)N(C)CC(=O)NC1=CC=CC=C1C(=O)O)NC(=O)[C@H](C(C)C)N(C)C(=O)[C@H](C(C)C)N(C)C(=O)[C@H](C(C)C)N(C)C(=O)[C@H](C(C)C)NC(=O)[C@H](C(C)C)N(C)C(=O)[C@H]([C@H](C)O)N(C)C(=O)[C@H]([C@H](C)O)NC(=O)[C@H](C)N
NPA019658,CC(C)[C@H]1C(=O)N([C@@H](C(=O)N1)CCCN)C(=O)C(CC2=CC=CC=C2)NC(=O)C(CCCCN)N
NPA019663,CC[C@H](C)[C@H]1C(=O)N[C@H](C(=O)N([C@H](C(=O)N[C@H](C(=O)NCCCC[C@H](C(=O)N1)NC(=O)N[C@@H]([C@@H](C)CC)C(=O)O)CC2=CC=CC=C2)C)C)CCC3=CC=CC=C3
NPA019681,CCCCCCCCCC[C@@H]1[C@@H]2[C@H](C(=O)O1)OC(=O)C2=C
NPA019690,CCCCCCC[C@H]([C@@H](C(=O)N[C@@H](CO)C(=O)N(C)[C@@H](C(C)C)C(=O)N[C@@H](CCC1=CC=C(C=C1)O)C(=O)O)O)N
NPA019693,C[C@H]1C/C(=C\C[C@@H](OC(=O)CCC[C@@H]1OC(=O)/C=C/C(=C/C(=C/C=C/C(=C/[C@@H]([C@H](C[C@H](C)O)O)O)/C)/C)/C)[C@@H](C)C/C(=C/[C@@H](C)[C@@H](C[C@@H](C)O)O)/C)/C
NPA019720,CCCC[C@@H](C)[C@H]([C@H](C[C@@H](C)C[C@@H](CCCC[C@H](C[C@@H](CN)O)O)O)OC(=O)CC(CC(=O)O)C(=O)O)OC(=O)CC(CC(=O)O)C(=O)O
NPA019724,CCC(C)(C(=O)NC(CCC(=O)N)C(=O)NC(CCC(=O)N)C(=O)NC(CC1=CC=CC=C1)CO)NC(=O)C(C)(C)NC(=O)C(C(C)C)NC(=O)C2CCCN2C(=O)C(C)(C)NC(=O)C(CC(C)C)NC(=O)CNC(=O)C(C)(C)NC(=O)C(C(C)C)NC(=O)C(C)(C)NC(=O)C(CCC(=O)N)NC(=O)C(C)(C)NC(=O)C(C)(C)NC(=O)C(C)NC(=O)C(C)(C)NC(=O)C3CCCN3C(=O)C(C)(C)NC(=O)C
NPA019726,CC(C)C(C(=O)NC(CC1=CC=CC=C1)CO)NC(=O)C(CCCN=C(N)N)NC(=O)NC(CC2=CC=CC=C2)C(=O)O
NPA019734,CCC(C)CCCCCCC(=O)N[C@@H](CC1=CNC2=C1C=CC=C2)C(=O)N[C@H](CCC(O)=O)C(=O)N[C@@H](C(O)C(N)=O)C(=O)N[C@H]1[C@@H](C)OC(=O)[C@@H](NC(=O)C(CCC(O)=O)NC(=O)[C@@H](CC(N)=O)NC(=O)CNC(=O)[C@H](CC(O)=O)NC(=O)[C@@H](CCCCN)NC(=O)[C@H](CC(O)=O)NC(=O)[C@H](C)NC(=O)CN(C)C1=O)C(C)CC
NPA019736,CC(C)C[C@H]1C(=O)N2CCC[C@H]2C(=O)N[C@H](C(=O)N([C@H](C(=O)N([C@H](C(=O)NCCC(=O)O1)CC3=CC=CC=C3)C)C(C)C)C)CC4=CC=CC=C4
NPA019750,CCCCCCC[C@@H](C/C=C/CCC(=O)N(C)C/C(=C/Cl)/C1=C(C(=CC=C1)C)O)OC
NPA019753,CCC(C)C(C(CC(C)CCCCCCC(CC(CNC(=O)C)O)O)O)OC(=O)CC(CC(=O)O)C(=O)O
NPA019758,CCC[C@H](CC(=O)N[C@@H](CC1=CC=CC=C1)C(=O)N(C)[C@H](C(C)C)C(=O)N[C@@H](C(C)C)C(=O)N(C)[C@@H]([C@@H](C)CC)C(=O)N(C)[C@@H](CC2=CC=CC=C2)C(=O)N(C)CC3=NC=CS3)OC
NPA019760,C[C@@H]1[C@@H](C(=O)N[C@@H](C(=O)N2CCC[C@H]2C(=O)N[C@H](C(=O)N[C@H](C(=O)N[C@H](C(=O)O1)C(C)C)C(C)C)C(C)C)CC3=CC=CC=C3)NC(=O)[C@H](C(C)C)NC(=O)CC(C)C
NPA019764,CCCCCC/C=C\CC(=O)N[C@@H](CC1=CC=C(C=C1)O)[C@H](CC(=O)N[C@@H](C(C)C)C(=O)N[C@H]2COC(=O)[C@@H](N(C(=O)[C@@H](NC(=O)C=C2)C(C)C)C)CC3=CC=C(C=C3)O)O
NPA019770,C[C@H]1C/C(=C\[C@@H]([C@H](OC(=O)[C@H](C(NC(=O)[C@H](N(C(=O)[C@@H](NC1=O)C)C)CC2=C(NC3=CC=CC=C32)Cl)C4=CC(=C(C=C4)O)Cl)OC)C)C)/C
NPA019774,CSC[C@H]1C(=O)SC[C@@H](NC(=O)C2=NC3=CC=CC=C3C=C2O)C(=O)NCC(=O)N(C)[C@H]2CSSC[C@@H](C(=O)N1C)N(C)C(=O)CNC(=O)[C@H](NC(=O)C1=NC3=CC=CC=C3C=C1O)CSC(=O)[C@H](CSC)N(C)C2=O
NPA019783,CCCCCCC[C@H](CC(=O)NC(CC(C)C)C(=O)NC(CC(=O)O)C(=O)N[C@@H]1[C@@H](OC(=O)C(NC(=O)[C@@H](NC(=O)C(NC(=O)[C@H](NC(=O)C(NC(=O)[C@H](NC(=O)C(NC(=O)C(NC1=O)CC(C)C)CC(C)C)CO)CC(C)C)CO)CC(C)C)[C@@H](C)CC)CC(=O)O)C)O
NPA019785,CC/C=C\C=C(/C)\C[C@@H](C)/C=C(\C)/C=C/C[C@@H](C)C(=O)C(=O)C1=C(O[C@H]2[C@H]1OC(=O)C2)N
NPA019795,CC(C)C(C(=O)NC(C(C)C)C(=O)NC(CC(CNC(=NC)N)O)C(=O)N(C)C(CCC(=O)O)C(=O)O)NC(=O)C(CCCN=C(N)N)[N+](C)(C)C
NPA019796,CC1=C([N+](C(C1=O)(C)O)(C)CCO)CC(CC(/C=C\C=C\C(=C\C=C\C(C)C(C(C)CCC2=CC=CC=C2)O)\C)O)O
NPA019799,CC(C)CC(CO)NC(=O)C(CCC(N)=O)NC(=O)C(C)(C)NC(=O)C(C)(C)NC(=O)C(CC(C)C)NC(=O)C1CCCN1C(=O)C(C)(C)NC(=O)C(CC(C)C)NC(=O)CNC(=O)C(C)(C)NC(=O)C(NC(=O)C(C)(C)NC(=O)C(CCC(N)=O)NC(=O)C(C)(C)NC(=O)C(C)(C)NC(=O)C(C)NC(=O)CNC(=O)C(C)(C)N)C(C)C
NPA019800,CC[C@H](C)[C@H]1C(=O)N([C@H](C(=O)N[C@H](C(=O)O[C@@H]([C@@H](C(=O)N[C@H](C(=O)N[C@H]2CC[C@H](N1C2=O)O)CCCN=C(N)N)NC(=O)[C@@H](COS(=O)(=O)O)OS(=O)(=O)O)C)C(C)C)CC3=CC(=C(C=C3)O)Cl)C
NPA019803,CC(CC(C)C(CC(=O)C1=CC=C(C=C1)N)O)/C=C(\C)/C(=O)O
NPA019806,CC1C(=O)N(C2CSSCC(C(=O)N(C(C(=O)OCC(C(=O)N1)NC(=O)C3=CC4=CC=CC=C4N=C3)C(C)C)C)N(C(=O)C(NC(=O)C(COC(=O)C(N(C2=O)C)C(C)C)NC(=O)C5=CC6=CC=CC=C6N=C5)C)C)C
NPA019809,C[C@@H]1C/C=C\2/C(=O)NCC(C=C/C=C/C[C@H](CC3=NC(=CO3)C(=O)N[C@H](CS2)C(=O)O1)O)OC
NPA019811,CCCCCCCCCCCC[C@H](CC(=O)NCC(=O)N[C@@H](CCCN=C(N)N)C(=O)N[C@@H]1CCCCNC(=O)[C@@H](NC(=O)[C@H](NC(=O)[C@H](NC(=O)[C@@H](NC1=O)CCCCN)CCCCN)CCCCN)CCCCN)O
NPA019821,CCCCCCCC[C@@H](CC(=O)N[C@@H](CC(C)C)C(=O)N[C@H](CCC(=O)O)C(=O)N[C@@H]1C(OC(=O)[C@@H](NC(=O)[C@H](NC(=O)[C@@H](NC(=O)[C@H](NC(=O)[C@@H](NC(=O)[C@H](NC1=O)C(C)CC)CC(C)C)CO)CC(C)C)CO)C(C)CC)C)O
NPA019823,CCC[C@@H]1[C@H](C(=O)O[C@H](C(=O)N(C(C(=O)N([C@H](C(=O)N[C@H](C2=NC(=CS2)C(=O)N1)C)CC3=CC=CC=C3)C)CC4=CC=C(C=C4)O)C)C)C
NPA019829,CCC[C@H]1C(=O)O[C@@H](C/C=C/C(=O)N[C@@H](C(=O)NC[C@H](C(=O)O1)C)CC2=CC(=C(C=C2)OC)Cl)[C@H](C)/C=C/C3=CC=CC=C3
NPA019838,CCC(C)C(C(=O)NC(C)(C)C(=O)N1CCCC1C(=O)NC(CC(C)C)CO)NC(=O)C(CC(C)C)NC(=O)C2CCCN2C(=O)C(C)(C)NC(=O)C(CC(C)C)NC(=O)C(C(C)C)NC(=O)C(CCC(=O)N)NC(=O)C(C)(C)NC(=O)C
NPA019839,CCC(C)C(C(=O)N1CCCC1C(=O)N(C)C(C(C)C)C(=O)OCC)OC(=O)C(C(C)C)N(C)C(=O)C(C(C)C)NC(=O)C(C)C(CCCC#CBr)O
NPA019843,C[C@@H](C(=O)NCCC(=O)N(CCCC(C(=O)N[C@H]1CCCN(C1=O)O)NC)O)NC(=O)[C@@H](COC(=O)C2=CC=CC=C2O)N
NPA019845,CCCCCCCCCCCC(=O)N(C)[C@H](CO)C(=O)N[C@H](C)C(=O)NCC(=O)N(C)C1C2=CC(=C(C=C2)O)C3=C(C=CC(=C3)CC(NC(=O)[C@@H](NC1=O)C)C(=O)O)O
NPA019857,CCC(C)C1C(=O)N(C(=O)C(C(=O)N1C)CC2=CC=CC=C2)C
NPA019873,CCC1=C(C=C2C(=C1O)C(=O)C=C([C@]2(C[C@H](C(=O)OC)O)O)OC)OC
NPA019883,CC(C)CC(CO)NC(=O)C(CCC(=O)N)NC(=O)C(C)(C)NC(=O)C(CC(C)C)NC(=O)C(CCC(=O)N)NC(=O)C(C)(C)NC(=O)C(C)NC(=O)C(C)NC(=O)C(CCC(=O)N)NC(=O)C(C)(C)NC(=O)C(CC(C)C)NC(=O)C(C)(C)NC(=O)C(C)(C)NC(=O)C(C)NC(=O)C(CC1=CNC2=CC=CC=C21)NC(=O)C
NPA019885,CC(C)[C@@H]1C(=O)N[C@H](C(=O)O[C@@H](C(=O)N([C@H](C(=O)O[C@@H](C(=O)N([C@H](C(=O)O1)CC2=CC=CC=C2)C)C(C)C)CC3=CC=CC=C3)C)C(C)C)CC4=CC=CC=C4
NPA019887,CCCCCCCCCC(CCC1C(=O)NCC(=O)NCCC(=O)NC(C(=O)NC(C(=O)NC(C(=O)NC(C(=O)NC(C(=O)NC(C(=O)NC(C(=O)N1)C(C)O)C(C)O)CC(C(=O)N)O)C)CC(=O)N)CC(=O)N)CCCCCCCC(CCCCCC)O)O
NPA019890,CC[C@@H]1[C@H](/C=C(\C[C@@H](C(=O)N[C@H](C(=O)N([C@@H](C(=O)NC(CC(=O)O1)C2=CC(=C(C=C2)O)Br)CC3=CNC4=CC=CC=C43)C)C)C)/C)C
NPA019903,C[C@@H]1[C@@H](C(=O)N[C@@H](C(=O)N2CCC[C@H]2C(=O)N[C@H](C(=O)N[C@H](C(=O)O1)C(C)C)C(C)C)CC3=CC=CC=C3)NC(=O)[C@H](C(C)C)NC(=O)CC4=CC=CC=C4
NPA019915,CC[C@H](C)[C@@H](C(=O)N(C)[C@@H](CC(C)C)C(=O)N1CCC[C@H]1C(=O)N[C@@H](CC2=CC=C(C=C2)O)C(=O)O)NC(=O)[C@@H]([C@@H](CCCCCCC(Cl)Cl)N)O
NPA019926,CN[C@@H](CCCN(C=O)O)C(=O)N[C@@H](CO)C(=O)N(CCC[C@@H](C(=O)N[C@@H](CO)C(=O)N[C@@H]1CCCN(C1=O)O)NC)O
NPA019927,CCCCCC[C@@]1(CC[C@@]2(O1)CC[C@@H]([C@H](O2)C/C=C(\C)/C=C/[C@@H]([C@@H](C)/C=C/C(=O)O)O)C)[C@H](/C=C/C(=C/C(=O)O)/C)OC(=O)CCC(=O)O
NPA019929,C[C@H](C[C@H](C)[C@@H](C)O)/C=C/[C@@H]1C=C[C@H]([C@@H]([C@@]12[C@H](C(=C)OC2=O)O)O)O
NPA019947,C[C@H]1C(=O)NC(CC2=CC(=C(C=C2)O)C3=C(C=CC(=C3)C(C(=O)N1)N(C)C(=O)CNC(=O)[C@@H](C)NC(=O)[C@@H](CO)N(C)C(=O)CCCCCCCC(C)C)O)C(=O)O
NPA019948,C1CCNC(=O)C(NC(=O)C(NC(=O)C(C1)NC(=O)C(CCCN(C=O)O)NC(=O)CNC(=O)C(CCCCN)NC(=O)C(CO)NC(=O)C2CCNC3=C(C=C4C=C(C(=CC4=[N+]23)O)O)N5C(=O)CCC5=O)CCCN(C=O)O)CO
NPA019950,CC1=C(OC(C1=O)(C)O)CC(CC(/C=C/C=C/C(=C/C=C/C(C)C(C(C)CCC2=CC=CC=C2)O)/C)O)O
NPA019962,CC\1=CC(=O)O/C1=C\C2=C(C(=O)C(=CC2(C)C)O)C
NPA019968,CC(C)C[C@@H]1C(=O)N[C@H](C(=O)N[C@@H](C(=O)N[C@@H](C(=O)N[C@H](C(=O)N1)CC(C)C)C(C)C)CCCN=C(N)N)CC2=CC=C(C=C2)O
NPA019976,CC[C@](C)([C@@H]1C(=O)N([C@H](C(=O)O[C@@H](C(=O)N([C@H](C(=O)O[C@@H](C(=O)N([C@H](C(=O)O1)C(C)C)C)C(C)C)C(C)C)C)C(C)C)C(C)C)C)O
NPA019981,C[C@H]1C(=O)N[C@H](C(=O)N[C@H](C(=O)N([C@H](C(=O)NC2=CC=CC=C2C(=O)N1)CC3=CC=C(C=C3)O)C)CC(C)C)CC4=CC=CC=C4
NPA019992,CC[C@H](C)[C@H]1C(=O)N2CCC[C@H]2C(=O)N([C@H](C(=O)O[C@@H]([C@@H](C(=O)N[C@H](C(=O)N([C@H](C(=O)O1)C(C)C)C)C(C)C)C)CCCC#CBr)C(C)C)C
NPA019998,C1CCNC(=O)CCC(=O)N(CCCCCNC(=O)CCC(=O)N(CC(=O)NCCNC(=O)CCC(=O)N(CC1)O)O)O
NPA020023,CCC(=O)N[C@@H]([C@@H](C(C)C)O)C(=O)O[C@@H]([C@H]1C(=O)N([C@H](C(=O)O[C@@H]([C@@H](C(=O)O[C@@H](C(=O)N(C(=C)C(=O)N[C@H](C(=O)N([C@H](C(=O)N1)C)C)C)C)CC2=CC=CC=C2)NC(=O)C)C(C)C)[C@@H](C)OC)C)C(C)C
NPA020026,C=C1C(=O)N[C@@H](C)C(=O)N(C)[C@@H](C)C(=O)N[C@@H]([C@H](OC(=O)[C@@H](NC(=O)CC)[C@H](O)C(C)C)C(C)C)C(=O)N(C)[C@@H]([C@@H](C)OC)C(=O)O[C@H](C(C)C)[C@@H](NC(C)=O)C(=O)O[C@H](CC2=CC=CC=C2)C(=O)N1C
